1,1847,1,2,1
2,6150,0,2,1
3,2408,0,1,1
4,7892,0,1,1
5,5924,1,1,2
6,4796,1,1,2
7,3807,0,1,2
8,0431,0,1,3
9,4193,0,2,3
10,0194,1,1,3
11,8142,0,2,3
12,8176,0,0,3
13,1765,0,1,3
14,8623,1,0,4
15,3216,0,1,4
16,6185,0,1,4
17,1750,0,1,4
18,4208,0,2,4
19,2718,0,1,4
20,3128,1,0,4
21,9183,0,1,4
22,9863,0,1,4
23,3201,0,1,4
24,8473,0,1,5
25,9063,0,1,5
26,3074,1,0,5
27,0167,0,0,5
28,2510,0,2,5
29,2985,0,1,6
30,0694,0,3,6
31,9470,1,1,6
32,4125,0,0,6
33,3251,0,1,6
34,7530,1,1,6
35,6498,0,2,6
36,7109,0,2,6
37,8730,1,1,6
38,9036,4,0,6
39,0361,0,0,7
40,9347,0,1,7
41,1567,0,1,7
42,2987,0,2,7
43,3604,0,1,7
44,4927,1,1,7
45,8760,0,1,7
46,3259,1,1,7
47,4852,4,0,7
48,0239,0,2,8
49,1893,0,1,8
50,4960,4,0,8
51,9128,0,2,9
52,1860,4,0,10
53,7381,0,2,11
54,9317,0,1,11
55,1873,2,0,11
56,4126,0,0,11
57,4250,0,2,11
58,0267,1,1,11
59,4281,0,1,11
60,0587,1,3,11
61,0875,4,0,11
62,3095,1,1,12
63,6320,0,1,12
64,9208,0,2,12
65,8674,1,1,12
66,6802,1,1,12
67,4629,0,0,12
68,1094,0,1,12
69,8637,0,2,13
70,4852,1,1,13
71,8152,0,2,13
72,0286,1,1,13
73,6420,0,3,14
74,6139,0,1,14
75,8617,0,2,14
76,0982,0,1,14
77,1385,0,0,14
78,7659,0,2,14
79,2746,4,0,14
80,1956,0,3,15
81,0927,0,0,15
82,2301,0,1,15
83,9087,0,0,15
84,5812,0,2,15
85,4165,4,0,15
86,0978,0,0,16
87,3862,1,0,16
88,7691,0,2,16
89,9325,1,0,16
90,5216,0,3,16
91,4931,1,1,16
92,0241,0,1,17
93,8079,0,1,17
94,6328,1,1,17
95,1839,0,2,17
96,7830,0,2,17
97,9184,0,2,17
98,2396,0,1,17
99,0789,0,1,17
100,7314,0,2,17
101,9175,0,1,17
102,6952,1,0,18
103,1928,1,0,18
104,6208,1,0,18
105,9521,0,1,18
106,4725,0,2,18
107,2368,1,1,18
108,1720,0,0,18
109,4051,1,1,18
110,3458,4,0,18
111,3598,0,2,19
112,4702,0,2,19
113,5204,1,0,19
114,3845,0,2,19
115,7623,1,0,19
116,4712,0,2,19
117,6708,0,2,19
118,0326,0,0,20
119,0714,1,1,20
120,2348,0,2,20
121,9423,0,2,20
122,1639,0,1,20
123,5497,0,3,20
124,7984,4,0,20
125,6051,1,1,21
126,4871,2,0,21
127,3692,0,1,21
128,8962,0,2,21
129,2496,0,1,21
130,4173,1,0,21
131,6198,1,1,21
132,7194,0,1,21
133,4657,0,2,21
134,5917,0,1,21
135,2534,0,0,22
136,8540,1,1,22
137,9142,0,0,22
138,8926,0,2,22
139,3728,0,2,22
140,8524,0,1,22
141,6210,2,0,22
142,4973,1,0,22
143,8739,0,2,22
144,1608,0,3,23
145,9852,1,0,23
146,7841,1,1,23
147,2158,0,1,23
148,9381,0,1,23
149,2701,0,2,23
150,6831,2,0,23
151,2069,0,2,23
152,6821,0,2,24
153,2564,0,0,24
154,8913,4,0,24
155,5971,1,1,25
156,2046,0,0,25
157,0259,0,1,25
158,7439,0,2,25
159,1589,0,3,25
160,9065,0,1,25
161,4723,1,0,25
162,5062,0,0,25
163,5214,1,0,26
164,8297,1,1,26
165,3042,0,1,26
166,2756,0,0,26
167,7869,0,2,26
168,8249,1,1,26
169,4509,0,1,26
170,2154,0,1,26
171,7869,0,2,27
172,1478,0,1,27
173,5167,0,2,27
174,3592,1,1,27
175,0173,0,1,27
176,5137,0,1,27
177,1350,0,1,27
178,6104,0,2,27
179,8230,0,1,27
180,3457,0,0,27
181,9746,1,1,28
182,4732,1,0,28
183,2958,0,2,28
184,7265,0,2,28
185,0132,1,1,29
186,8593,0,1,29
187,0457,0,0,29
188,9612,4,0,29
189,5468,0,1,30
190,8694,0,2,30
191,5217,2,0,30
192,3506,0,0,30
193,5786,0,1,30
194,4917,4,0,30
195,5431,1,0,31
196,7160,1,1,31
197,2016,1,0,31
198,7329,1,0,31
199,0312,0,0,31
200,7486,4,0,31
201,9516,1,0,32
202,7850,0,1,33
203,3502,0,2,33
204,3197,0,2,33
205,5023,1,1,33
206,5964,1,1,33
207,5916,1,0,34
208,7923,2,0,35
209,2031,0,2,35
210,2160,0,1,35
211,3845,1,1,35
212,1084,0,2,35
213,3789,0,2,35
214,0943,4,0,35
215,8730,1,0,36
216,8769,0,2,36
217,8062,0,2,36
218,9802,1,1,36
219,4628,1,0,36
220,6597,0,2,36
221,6713,1,1,36
222,6149,0,3,36
223,4150,1,1,36
224,0863,0,2,37
225,9610,4,0,37
226,2531,0,1,38
227,1429,0,2,38
228,1630,2,1,38
229,5149,0,2,38
230,3568,0,1,38
231,2416,0,2,39
232,6807,1,0,39
233,1748,0,1,39
234,3147,1,1,39
235,4306,1,2,39
236,8934,1,1,39
237,6402,1,2,39
238,6087,0,1,39
239,3204,4,0,39
240,0214,0,1,40
241,1285,0,2,40
242,4025,0,0,40
243,4081,0,2,40
244,3829,0,2,40
245,2056,0,1,40
246,1958,1,1,40
247,5092,0,0,40
248,1093,0,2,40
249,6381,1,3,40
250,7190,1,0,41
251,6138,4,0,41
252,6745,1,0,42
253,6193,2,1,42
254,1928,1,1,42
255,8240,0,1,42
256,7093,0,1,42
257,9382,0,0,43
258,7854,0,2,43
259,4813,0,2,43
260,3761,1,2,43
261,2765,0,2,43
262,3815,0,1,44
263,4973,1,1,44
264,3017,0,2,44
265,1578,1,1,44
266,5289,0,0,44
